Id,NAME,ADDRESS,CITY,STATE,ZIP,PHONE,UTILIZATION
5f6fe06a-a687-3540-8cab-fda5744d8a29,PCP13802,986 SARATOGA ST,EAST BOSTON,MA,02128-1142,617-846-3330,204
0aa388c5-cfe9-3563-945a-05aa2bcf1cfc,PCP13934,45 STERLING ST,WEST BOYLSTON,MA,01583-1268,774-535-2947,66
6236e299-a751-3819-8b06-a17004bdbbfd,BOSTON VISION WORKS INC,335 MAIN ST,SAUGUS,MA,01906-3143,781-233-9570,134
63b12098-a29c-357d-b1c0-4dcc2f0b6d6c,PCP14226,250 BOSTON TURNPIKE,SHREWSBURY,MA,01545-5265,508-791-6809,56
0e395cae-a0c5-3794-9a77-19654a835c12,PCP14251,218 BOSTON ST,TOPSFIELD,MA,01983-2200,978-887-01011,88
4810c1d2-5d3c-3ab5-a813-ae6801ff7f67,PCP14621,927 TEMPLE ST,WHITMAN,MA,02382-1057,781-718-4038,122
21761c44-ee20-3e94-a931-fe843f4fbc2e,PCP15170,451 ANDOVER ST,NORTH ANDOVER,MA,01845-5079,978-640-8989,64
c58b8233-f282-3b13-ad4e-923efb2ac061,PSYCH CARE ASSOC PC,185 W AVE,LUDLOW,MA,01056-1717,413-583-6750,78
6af994a6-2a1c-3095-84da-6e0d21af18fb,PCP15695,89 NEWBURY ST,DANVERS,MA,01923-1075,978-774-0500,92
27e8255f-578f-324d-a280-7ca7f9ab1eaa,PCP16012,197 LAFAYETTE ST,SALEM,MA,01970-4739,978-744-2675,80
8e28c77b-7ac8-3b1e-9128-3d0143b39810,PCP16195,178 NO PLEASANT ST,AMHERST,MA,01002-1978,413-253-7285,122
95394b17-2f1f-3c42-b4e2-233704fb9195,PCP16338,65 POST OFFICE PARK,WILBRAHAM,MA,01095-1159,413-366-1717,56
4b038afe-d6cb-34db-a396-403a491d0e3d,PCP16384,1 ARNOLD CIR,CAMBRIDGE,MA,02139-2250,617-438-4166,44
1aff39b8-795f-3b7f-ba33-72648f3fa068,PCP16544,6 HASCALL ST,SHREWSBURY,MA,01545-2904,508-845-2778,64
29564e82-e7f8-3aeb-8d9c-1e3fd73ca340,PCP16674,1 W UNION ST,ASHLAND,MA,01721-1463,508-881-4443,42
eb1fb7da-4f55-3d09-b5f7-201b3a5035c9,PCP17732,115 MILL ST,BELMONT,MA,02478-1064,617-855-3905,136
6d7e1051-7a28-33f6-9c50-608a10792892,PCP17777,44 STERLING ST,WEST BOYLSTON,MA,01583-1217,508-835-6200,98
17858e6e-2c6a-3458-8ef6-2c0dd5d834cf,PCP17778,840 MAIN ST,MILLIS,MA,02054-1542,508-376-4262,72
efaf2e2d-bce0-3d89-8409-899aa9f459a7,PCP17804,22 MILL ST,ARLINGTON,MA,02476-4738,617-515-8984,26
76c097a5-448a-33f9-ad85-580f4d3dc2f0,PCP18126,29 E ST,HINGHAM,MA,02043-1903,781-740-1059,20
5aa98f16-c832-3ec5-b52a-2691978cc235,PCP18474,80 BROADWAY,REVERE,MA,02151-5305,781-289-7929,138
d4ce205d-2ce3-370f-baad-c64401aa3bb4,PCP18601,20 POND ST,MARBLEHEAD,MA,01945-3454,781-631-8752,72
0e4bf3ca-1a8c-37f0-b4b7-d6b5dad20fb6,PCP18643,84 HIGH ST,MEDFORD,MA,02155-3819,781-391-6222,196
3553d3a5-68c0-3da6-8aed-37f3bd7209c9,PCP19378,53 COUNTY RD,MATTAPOISETT,MA,02739-1652,508-758-1330,62
eddb3499-bc41-38e3-abd5-7d49a906a725,PCP19538,224 GOODMANS HILL RD,SUDBURY,MA,01776-2414,978-443-3303,24
6472aecb-59a3-335c-ad37-65209b405963,PCP19729,378 S MAIN ST,BRADFORD,MA,01835-7379,978-382-3658,40
1607e74e-eb20-3211-9558-1005aac29c94,PCP19836,1 PLEASANT ST,MAYNARD,MA,01754-1360,978-897-8276,114
c08ed377-c346-337a-8bf0-75e7ca2cab1f,PCP20037,825 BROADWAY,RAYNHAM,MA,02767-1734,508-822-6650,78
11b41a9a-a2bb-3bec-8b5d-29a1cf6d96c0,PCP21176,2 ENON ST,BEVERLY,MA,01915-1164,617-645-0200,64
96dea973-aaeb-3488-8295-ea624de3fd33,PCP21502,154 HAVERHILL ST,METHUEN,MA,01844-3400,978-794-9500,70
a369fdd9-db24-3a43-9c8b-9b1679b55fc5,PCP21971,601 NEWTON ST,SOUTH HADLEY,MA,01075-2066,413-534-7200,60
572011b1-4787-3e18-a961-1b233d229036,PCP21995,240 LYNNFIELD ST,PEABODY,MA,01945,978-532-4411,56
5519120c-af24-3f39-bb6c-b7fc0b50c8e6,PCP22063,630 S MAIN ST,LANESBOROUGH,MA,01237-9726,413-236-0995,116
4d56fa0c-0dae-33db-a5bc-4a634e81529a,PCP22201,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,781-646-92323,144
b5224693-0819-3f63-9e94-ab96794d5ccc,PCP23079,FAMILY CONSULTANTS,SAGAMORE BEACH,MA,02562,508-833-3800,88
6bba491a-7eac-319f-9e26-cbb181e1c04b,PCP23856,441 MAIN ST,MELROSE,MA,02176-3859,781-662-5360,190
21fa547f-6fa2-393c-8466-06386d6eaeb9,PCP24743,62 BROWN ST,HAVERHILL,MA,01830-6778,978-372-3201,56
10968ba2-75e7-351a-a73a-c37a2a8dfcfc,PCP25544,65 EASTERN AVE,ESSEX,MA,01929-1300,978-290-8889,106
279b2a85-ab64-3dec-90df-fbca8b479db5,PCP25692,48 CHERRY ST,WENHAM,MA,01984-1313,978-473-6078,76
87150be3-c9fd-369a-af45-52493f8451df,PCP26028,531 SUMMER ST,BARRE,MA,01005-9589,413-237-5665,92
90be62ae-2977-30cf-b15d-d9c542a1049d,PCP26230,9 RESEARCH DR,AMHERST,MA,01002-2775,413-253-0440,76
e89fc67f-7cf0-3687-bf77-b4afa1a88fd8,PCP26392,183 W STATE ST,GRANBY,MA,01033-9611,413-222-0998,144
ce5885ec-441e-3c4e-8d37-49a648032d3b,PCP26525,84 JERUSALEM RD,COHASSET,MA,02025-1412,781-236-2094,114
e3b6c45e-c3d3-3382-b40a-efcfe7383eb4,PCP26794,234 LITTLETON RD,WESTFORD,MA,01886-3530,978-393-1770,54
6ef1831a-9829-3126-afd9-65256a6d5bae,PCP27942,ONE WIDGER RD,MARBLEHEAD,MA,01945-2146,781-599-6582,130
06b674fe-6955-3f39-acbb-8943bc8703ec,PCP28448,153 BOLES RD,MARSHFIELD,MA,02050-1765,781-837-2971,102
a5816e38-d79c-359b-b920-84a4c3f4667a,PCP28807,223 CHIEF JUSTICE CUSHING HWY,COHASSET,MA,02025-1416,781-383-0860,146
f4f9d4b3-6bd4-360f-934d-ea6533f50a5d,PCP28890,1083 MAIN ST,HINGHAM,MA,02043-3961,781-749-3895,98
13ac250b-43af-387a-b3ab-f50eedab3ea8,PCP29182,22 MILL ST,ARLINGTON,MA,02476-4744,781-488-3294,68
74f30d9f-4d98-39ff-a337-9c4c687806a5,PCP29415,1445 MAIN ST,TEWKSBURY,MA,01876-2082,978-851-4251,104
02e8fab6-4962-3ab9-9998-2ef42578f3fe,PCP29480,1 MERRIMAC ST,NEWBURYPORT,MA,01950-2562,978-521-5624,88
fafbeb88-4ef5-365a-83a1-e1cffd72c9e0,PCP30027,A BALANCED WAY,STOW,MA,01775-1035,978-897-9797,78
cdef2b44-68c9-33a3-8965-74043edd6fc5,PCP30152,35 POST OFFICE PARK,WILBRAHAM,MA,01095-1186,413-596-6922,82
ff76282f-7968-39c7-82f9-2d86c93990a6,PCP30512,10 RICHARDS AVE,PAXTON,MA,01612-1120,508-757-0376,106
a42709c5-4d2e-3911-8054-42830156dc40,PCP30961,389 LINDSAY POND RD,CONCORD,MA,01742-5217,978-397-5447,66
a6c412ac-1c2b-379b-94cb-ed0d3502df6e,PCP31153,601 HIGH ST,DEDHAM,MA,02026-1854,781-352-0930,166
4716ee08-035e-3e2f-a9fd-e3eb63bd0f9a,PCP31438,35 LITTLEFIELD RD,NEWTON CENTER,MA,02459-3009,617-244-0109,64
a09aadfa-1fd5-31e2-b2ec-b26c57aced68,PCP31439,345 BOSTON POST RD,SUDBURY,MA,01776-3033,978-518-0825,72
6dc4576a-e9ae-3552-8f3f-d28a630c97f6,PCP32000,93 CONCORD AVE,BELMONT,MA,02478-4054,978-337-1503,68
cfc28305-1a9c-3724-97ea-4524d6f4fd95,PCP32087,599 CANAL ST,LAWRENCE,MA,01840-1244,508-269-5100,62
825d989b-752b-327e-a103-33079b0091c7,PCP32108,17 WHISTLESTOP MALL,ROCKPORT,MA,01966-1441,978-546-8440,60
b2671c0f-9623-3d36-b42c-3cb5f5dea42f,PCP32258,4 MILLBROOK DR,WILBRAHAM,MA,01095-2706,413-596-9096,116
be1602d7-4ba8-394c-acb1-31f3945a8402,PCP32589,428 POINT RD,MARION,MA,02738-1938,508-748-3310,120
a73dc7d1-a1d7-3af6-aa90-af7ffda7b1af,PCP32708,17 CAMERON RD,WAYLAND,MA,01778-3101,508-358-5918,76
b1516ff8-952b-3f90-a485-e43e29cbf469,PCP33041,14 MAIN ST,SOUTHBORO,MA,01772-1614,508-787-9713,70
a72b5ce8-fc62-37ac-97a7-cf9925ea15f2,PCP33560,54 MILLER ST,QUINCY,MA,02169-4725,617-376-2095,102
c8237a24-4ce9-3ecb-8b16-fb6459c8bc7a,PCP33589,14 BESSOM ST,MARBLEHEAD,MA,01945-2329,617-523-2766,142
b78de2f3-f0d7-3905-a692-7c3144d5b11b,PCP33757,68 JOSEPHINE AVE,SOMERVILLE,MA,02144-2207,617-625-8797,62
8fbdc477-d05c-3d67-96f1-4fbf1b08102d,KAREN HOLMES PHYSICAL THERAPY  LLC,191 ELM ST,SALISBURY,MA,01952-1814,978-499-1870,140
6a9bde1f-ba9f-3298-8f8a-6a7267e1972d,PCP34264,3 ESSEX GREEN DR,PEABODY,MA,01960-2913,508-843-1801,66
be96eec8-d9d1-3f00-84d7-647bf90d9a0d,PCP34429,449 ROUTE 130 4,SANDWICH,MA,02563-2339,508-888-9241,42
2e8bf5c3-f2a3-38eb-a699-6e1da6b4c218,PCP34632,148 LINDEN ST,WELLESLEY,MA,02482-7916,781-237-4044,132
0f0b00f3-4ad6-3852-b2e1-9195dbff8843,VANTAGE SPORTS AND REHAB  LLC,1581 N MAIN ST,PALMER,MA,01069-1232,413-283-8303,64
07832985-ceca-3614-852a-2da55166ecec,PCP36541,165 OLD KINGS RD,ORLEANS,MA,02653,617-777-0483,70
e4985463-921d-38b5-a6dc-c2f8f78a884f,PCP37016,25 MARSTON ST,LAWRENCE,MA,01841-2355,978-687-2586,34
42b121dc-0634-3067-9e79-465562a2b74e,PCP37143,24 LANDMARK LN,ROCKPORT,MA,01966-1239,978-546-3838,164
502dd65a-e826-3bca-89bb-448b81ddbc15,PCP37168,39 PLYMOUTH ST,HOLBROOK,MA,02343-1510,781-767-4207,214
b086a64a-e56f-3838-91c6-4cbdccf1a1b3,PCP37507,36 STONEBRIDGE RD,WAYLAND,MA,01778-3023,508-655-4517,72
0754a3e7-2228-39c5-a5b2-5f1a8e1681db,ANDOVER SURGICAL ASSOCIATES  INC.,140 HAVERHILL ST,ANDOVER,MA,01810-1550,978-475-4202,26
daad70f0-5913-38ff-af69-3e160a44b949,PCP38272,505 NASHUA RD,DRACUT,MA,01826-1929,978-957-4474,40
a0541bbb-46e8-3293-9d1d-08246756db63,PCP40373,402 A HIGHLAND AVE J,SOMERVILLE,MA,02144-2511,617-284-6252,190
7278633d-ddbc-3987-826f-6be9e96303e4,PCP41309,7 FEDERAL ST,DANVERS,MA,01923-3620,978-828-4255,38
3e3b089c-4e4f-3831-8607-cbf21c17f65e,PCP41565,123 UNION ST,EASTHAMPTON,MA,01027-4100,413-387-0051,84
32c0bb41-cee2-3c44-8374-407f7fb23a65,PCP41892,50 ROWE ST,MELROSE,MA,02176-3201,617-512-9377,118
4275b879-db32-3e45-9bc3-eb47f70e3f1d,MOBILE MEDICAL GROUP MA PC,109 RHODE ISLAND RD,LAKEVILLE,MA,02347-1370,781-489-5717,66
f14a4a5b-ad5c-3ecd-95b2-1b9d6c80f50d,PCP42852,565 TURNPIKE ST,NORTH ANDOVER,MA,01845-5936,508-836-8984,24
96120c3c-bece-38d9-bc63-4c44368233ac,PETER J KELLY MD PC,1504 N MAIN ST,PALMER,MA,01069-1215,413-283-3511,52
2269bc9e-cade-3aaa-a2e5-fbd322cd2ad0,PCP43736,983 BENNINGTON ST,EAST BOSTON,MA,02128-1134,617-567-6666,210
945768aa-2200-3476-b042-993a9df74c65,BACK TO YOU PHYSICAL THERAPY AND SPORTS MEDICINE INC.,19 N MAIN ST,SHERBORN,MA,01770-1546,617-571-7323,68
f60d122d-af1c-3d1c-a013-f84d8a8679a8,PCP44430,238 WAREHAM RD,MARION,MA,02738-1166,774-274-0768,58
411735bd-f830-3011-a59f-c3f84a1f042e,PCP44598,30 HARDWICK RD,PETERSHAM,MA,01366-9701,978-724-3424,56
8a31a7a3-30cb-3cd9-8baa-025cae6f4e4c,PCP44938,62 S MAIN ST,SHARON,MA,02067-1920,781-784-1700,128
7dfc4528-f03f-3ad0-91a3-229368914349,JESSICA CROOKER OD  PLLC,85 FRONT ST,SCITUATE,MA,02066-1315,617-299-1125,116
4f51b495-ff6a-3b1d-87af-fb6c433a71df,MOON HEARING SERVICES  LLC,23 WARREN AVE,WOBURN,MA,01801-4979,781-573-3277,122
f341b9d9-cd82-3510-b4f2-06d2f46d3455,COMPREHENSIVE PHYSICAL THERAPY  PC,23 WARE ST,WEST BROOKFIELD,MA,01585-3137,508-867-0180,84
b8dc71b2-c5bb-3a22-845d-ec6053397e1a,PCP47622,161 EASTERN AVE,LYNN,MA,01902-1307,781-864-3054,62
5ff7960c-f292-3861-87a4-7eb8095bfed1,PCP47688,2100 LAKEVIEW AVE,DRACUT,MA,01826-3048,781-956-1709,152
6dffe5a9-5380-3a07-98c8-5e9ba17bd7f6,CUMMINGS PHYSICAL THERAPY INC,425 REVERE ST,REVERE,MA,02151-4543,781-284-7597,124
9f2ababd-de5b-30d5-9169-359ffb46abbd,CUMMINGS PHYSICAL THERAPY INC,6 BARTLETT RD,WINTHROP,MA,02152-2913,617-846-0832,210
4b322499-4ab0-3811-b1a5-88d16de33995,BRIGGS CHIROPRACTIC OFFICE P C,320 CENTRAL ST,SAUGUS,MA,01906-2371,781-233-4122,66
d69bfc09-a808-34b3-8c1c-bb953395feb8,BOSTON EVENING THERAPY ASSOCIATES LLC,7 KENT ST,BROOKLINE,MA,02445-7959,617-738-1480,32
c78fd2bf-1131-389d-a75a-c5d3f7b1b8ef,JOHN F YEE  MD  PC,596 BROADWAY,EVERETT,MA,02149-3743,617-387-3330,98
3ad8f3a6-047e-3ade-8ff6-6ad9901e53d3,PCP50256,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,781-641-2210,84
6a3e94e6-72c3-3cbc-b828-babcf6602165,MOUNTAIN VIEW FAMILY PRACTICE  PC,570 BALDWINVILLE RD,BALDWINVILLE,MA,01436-1351,978-939-2133,40
04f553c5-5858-30a6-b318-f1e07a89c8bf,PCP51535,99 WALNUT ST,SAUGUS,MA,01906-1981,617-791-4805,270
43e52699-e1fe-34e6-ae24-242f2957b595,PCP52095,300 1ST AVE,CHARLESTOWN,MA,02129-3109,617-952-5157,50
d8cd2410-bbcb-3665-98f9-6ea59a8690f4,CENTRAL MASSACHUSETTS PHYSICAL THERAPY AND WELLNESS LLC,354 W BOYLSTON ST,WEST BOYLSTON,MA,01583-2373,508-852-3700,124
b19add35-ad10-304e-b25a-f71442ed4eb4,WELLCARE CHIROPRACTIC CENTER,230 LOWELL ST,WILMINGTON,MA,01887-3087,978-658-7700,30
c9ac997e-b091-3824-82b6-f274073087d3,PCP55295,2 MECHANIC ST,EASTHAMPTON,MA,01027-1562,413-218-6933,88
c630e3ac-3fdf-32cb-9749-5dc53cbbf9c6,PCP57225,1127 SALEM ST,MALDEN,MA,02148-4699,781-324-6192,68
001d000f-be37-3cf2-9339-6b613dd0117d,EYE ASSOCIATES PC,500 SALEM ST,WILMINGTON,MA,01887-1200,978-658-2880,68
eadeb4fd-c28c-3933-b6d1-fc0ae5d4af2e,PCP57734,166 COLLEGE HWY,SOUTHAMPTON,MA,01073-0431,413-527-9903,62
6909b0b6-1423-3aee-b9c9-c089fbfe26fb,PCP58043,236 MAIN ST,STONEHAM,MA,02180-1251,781-438-2252,88
4cf89aa2-d64e-36b4-a382-50ca95fe3475,PCP58726,18 HEDGEROW LN,AMHERST,MA,01002-1695,413-256-6146,54
e3ee28a3-6512-364f-bebf-c309d3a6be37,EYE HEALTH ASSOCIATES LLC,70 HUTTLESTON AVE,FAIRHAVEN,MA,02719-3140,508-994-2020,68
03f162f5-ad40-3c16-899b-a832b625b0c7,PCP59278,452 PLEASANT ST,MALDEN,MA,02148-8117,781-324-8704,84
af697ac7-5112-3c05-9ea7-01e65d214259,PCP60041,23 WATER ST,HOLLISTON,MA,01746-2364,508-429-2128,48
9f0d71cf-4f11-38cb-b4d5-0ac00b26deb5,PCP60905,37 STONEBRIDGE RD,WAYLAND,MA,01778-3024,508-650-1802,126
